age,workclass,education,education_years,marital_status,occupation,relationship,race,sex,hours_per_week,native_region,income
39.0,Private,Graduate,22,Never-married,Sales-Office,Own-child,White,Male,40.0,United-States,<=50K
35.0,Private,Graduate,22,Married,Transport-Production,Other-relative,White,Female,45.0,United-States,<=50K
57.0,Private,Some-College,19,Married,Management,Spouse,White,Male,55.0,United-States,>50K
50.0,Private,Bachelors,21,Married,Professional,Ref-person,White,Male,50.0,United-States,>50K
64.0,Private,Graduate,22,Divorced,Management,Ref-person,Other,Male,40.0,United-States,>50K
60.0,Private,No-HS,13,Married,Sales-Office,Spouse,White,Female,40.0,Latin-America,<=50K
47.0,Private,No-HS,6,Married,Craft-Labor,Ref-person,White,Male,40.0,Latin-America,<=50K
17.0,Private,HS-grad,16,Never-married,Sales-Office,Not-in-family,Other,Female,25.0,United-States,<=50K
65.0,Private,HS-grad,16,Divorced,Healthcare-Service,Ref-person,White,Female,36.0,United-States,<=50K
35.0,Private,Bachelors,21,Married,Sales-Office,Ref-person,White,Male,40.0,United-States,>50K
49.0,Private,Bachelors,21,Married,Professional,Ref-person,White,Male,45.0,United-States,>50K
29.0,Private,Bachelors,21,Never-married,Professional,Own-child,White,Female,40.0,United-States,<=50K
21.0,Private,HS-grad,16,Married,Craft-Labor,Ref-person,White,Female,38.0,United-States,<=50K
34.0,Private,Graduate,22,Married,Professional,Ref-person,White,Female,36.0,United-States,>50K
30.0,Private,Assoc-degree,20,Married,Transport-Production,Own-child,White,Male,40.0,United-States,<=50K
28.0,Private,Some-College,19,Married,Healthcare-Service,Other-relative,White,Male,24.0,United-States,<=50K
19.0,Private,Some-College,19,Never-married,Management,Not-in-family,Black,Female,40.0,United-States,<=50K
67.0,Private,HS-grad,16,Married,Sales-Office,Ref-person,White,Male,50.0,United-States,>50K
64.0,Private,Bachelors,21,Married,Sales-Office,Spouse,White,Male,40.0,United-States,>50K
75.0,Self-Employed,Some-College,18,Married,Sales-Office,Ref-person,White,Male,40.0,United-States,>50K
37.0,Private,Some-College,17,Never-married,Transport-Production,Not-in-family,Black,Male,40.0,United-States,<=50K
48.0,Government,Bachelors,21,Never-married,Professional,Ref-person,White,Female,40.0,United-States,<=50K
34.0,Self-Employed,Bachelors,21,Married,Management,Ref-person,White,Male,50.0,United-States,<=50K
47.0,Private,Some-College,19,Never-married,Transport-Production,Not-in-family,White,Male,45.0,United-States,<=50K
40.0,Private,HS-grad,16,Never-married,Sales-Office,Ref-person,White,Male,40.0,United-States,<=50K
56.0,Self-Employed,Bachelors,21,Divorced,Professional,Ref-person,White,Female,30.0,United-States,<=50K
48.0,Private,No-HS,13,Never-married,Transport-Production,Not-in-family,White,Male,45.0,United-States,<=50K
60.0,Government,Assoc-degree,20,Married,Professional,Ref-person,Black,Female,35.0,United-States,<=50K
69.0,Self-Employed,HS-grad,16,Divorced,Craft-Labor,Not-in-family,White,Male,40.0,United-States,>50K
55.0,Self-Employed,No-HS,9,Never-married,Sales-Office,Ref-person,White,Female,30.0,Latin-America,<=50K
49.0,Private,Bachelors,21,Married,Transport-Production,Spouse,White,Male,72.0,United-States,>50K
43.0,Private,No-HS,12,Married,Transport-Production,Spouse,White,Female,40.0,Latin-America,<=50K
27.0,Private,No-HS,15,Never-married,Sales-Office,Not-in-family,White,Female,45.0,United-States,<=50K
52.0,Government,HS-grad,16,Separated,Craft-Labor,Other-relative,White,Male,40.0,United-States,<=50K
41.0,Self-Employed,Some-College,17,Married,Sales-Office,Ref-person,White,Female,26.0,Latin-America,<=50K
66.0,Private,No-HS,9,Married,Sales-Office,Spouse,White,Female,40.0,Latin-America,<=50K
34.0,Self-Employed,Graduate,22,Never-married,Professional,Own-child,Asian,Female,45.0,United-States,<=50K
23.0,Private,Some-College,18,Married,Healthcare-Service,Ref-person,White,Female,40.0,Latin-America,<=50K
32.0,Self-Employed,Some-College,19,Married,Sales-Office,Ref-person,White,Female,40.0,United-States,>50K
22.0,Government,Bachelors,21,Never-married,Professional,Ref-person,White,Female,38.0,United-States,<=50K
45.0,Private,HS-grad,16,Divorced,Sales-Office,Not-in-family,Other,Male,40.0,United-States,<=50K
60.0,Private,HS-grad,16,Married,Management,Spouse,Other,Female,40.0,United-States,<=50K
41.0,Self-Employed,HS-grad,16,Married,Transport-Production,Ref-person,White,Male,60.0,Latin-America,>50K
32.0,Private,Bachelors,21,Never-married,Sales-Office,Ref-person,Black,Male,70.0,United-States,>50K
26.0,Private,HS-grad,16,Married,Professional,Ref-person,White,Male,99.0,United-States,>50K
40.0,Private,Bachelors,21,Married,Management,Ref-person,White,Male,40.0,United-States,>50K
25.0,Private,Some-College,19,Never-married,Sales-Office,Own-child,White,Male,20.0,United-States,<=50K
30.0,Private,Some-College,19,Married,Craft-Labor,Ref-person,White,Female,40.0,United-States,<=50K
27.0,Private,HS-grad,16,Never-married,Healthcare-Service,Ref-person,White,Female,35.0,United-States,<=50K
82.0,Private,Some-College,18,Married,Sales-Office,Spouse,White,Male,50.0,United-States,>50K
23.0,Private,HS-grad,16,Never-married,Craft-Labor,Ref-person,Other,Female,29.0,United-States,<=50K
74.0,Private,Graduate,22,Married,Management,Ref-person,White,Male,30.0,United-States,>50K
52.0,Government,Graduate,23,Divorced,Management,Ref-person,White,Female,40.0,United-States,>50K
44.0,Private,Graduate,23,Never-married,Healthcare-Service,Ref-person,Asian,Female,40.0,Asia,>50K
63.0,Private,Assoc-degree,20,Married,Healthcare-Service,Spouse,Black,Female,60.0,Africa-Other,>50K
32.0,Private,HS-grad,16,Divorced,Management,Ref-person,Asian,Female,40.0,Asia,<=50K
41.0,Private,Bachelors,21,Divorced,Professional,Ref-person,White,Male,42.0,United-States,>50K
43.0,Private,Graduate,22,Divorced,Management,Ref-person,Black,Female,50.0,United-States,>50K
27.0,Private,Some-College,19,Never-married,Transport-Production,Own-child,Other,Male,20.0,Latin-America,<=50K
35.0,Private,Assoc-degree,20,Married,Healthcare-Service,Spouse,White,Female,40.0,United-States,<=50K
63.0,Private,Bachelors,21,Married,Healthcare-Service,Spouse,White,Male,48.0,United-States,>50K
57.0,Private,Some-College,19,Divorced,Transport-Production,Ref-person,Black,Male,48.0,United-States,>50K
50.0,Private,No-HS,1,Married,Transport-Production,Ref-person,White,Male,40.0,Latin-America,<=50K
19.0,Private,HS-grad,16,Never-married,Healthcare-Service,Ref-person,Other,Male,37.0,United-States,<=50K
41.0,Private,Some-College,17,Married,Sales-Office,Ref-person,White,Female,30.0,United-States,<=50K
60.0,Private,Assoc-degree,20,Married,Professional,Ref-person,White,Female,13.0,United-States,<=50K
49.0,Private,HS-grad,16,Divorced,Transport-Production,Ref-person,White,Male,40.0,United-States,>50K
38.0,Private,Bachelors,21,Never-married,Transport-Production,Ref-person,White,Male,45.0,United-States,>50K
37.0,Self-Employed,No-HS,12,Married,Craft-Labor,Spouse,White,Male,40.0,Latin-America,<=50K
33.0,Government,Some-College,19,Married,Professional,Spouse,White,Female,36.0,United-States,<=50K
60.0,Private,HS-grad,16,Never-married,Sales-Office,Ref-person,White,Male,40.0,United-States,<=50K
68.0,Private,No-HS,13,Married,Craft-Labor,Spouse,White,Male,25.0,United-States,<=50K
60.0,Private,Bachelors,21,Never-married,Management,Ref-person,White,Female,30.0,United-States,<=50K
58.0,Private,Some-College,18,Never-married,Management,Ref-person,White,Male,40.0,United-States,>50K
48.0,Private,Graduate,24,Never-married,Transport-Production,Own-child,White,Male,50.0,United-States,<=50K
50.0,Private,Graduate,22,Married,Management,Ref-person,Black,Male,50.0,United-States,>50K
65.0,Private,Bachelors,21,Married,Professional,Spouse,Black,Male,40.0,United-States,>50K
35.0,Private,Some-College,17,Never-married,Professional,Ref-person,Black,Female,38.0,United-States,>50K
41.0,Self-Employed,HS-grad,16,Married,Healthcare-Service,Spouse,White,Female,32.0,United-States,<=50K
67.0,Private,Some-College,19,Married,Sales-Office,Ref-person,White,Male,42.0,United-States,>50K
73.0,Self-Employed,Bachelors,21,Married,Transport-Production,Ref-person,White,Male,40.0,United-States,<=50K
27.0,Private,No-HS,12,Never-married,Transport-Production,Own-child,White,Male,35.0,United-States,<=50K
41.0,Private,Bachelors,21,Married,Sales-Office,Spouse,White,Female,40.0,United-States,>50K
41.0,Government,Some-College,19,Married,Healthcare-Service,Ref-person,Black,Male,40.0,United-States,<=50K
27.0,Self-Employed,No-HS,9,Never-married,Craft-Labor,Not-in-family,Other,Male,30.0,Latin-America,<=50K
43.0,Government,Bachelors,21,Married,Professional,Ref-person,White,Female,40.0,United-States,>50K
32.0,Private,HS-grad,16,Divorced,Healthcare-Service,Ref-person,White,Female,36.0,United-States,<=50K
36.0,Private,Graduate,23,Married,Healthcare-Service,Spouse,Other,Male,45.0,United-States,>50K
41.0,Private,No-HS,9,Married,Craft-Labor,Ref-person,White,Male,40.0,Latin-America,<=50K
22.0,Private,Some-College,19,Never-married,Sales-Office,Own-child,Black,Female,8.0,United-States,<=50K
33.0,Private,Some-College,19,Married,Healthcare-Service,Ref-person,White,Female,41.0,United-States,<=50K
31.0,Private,Some-College,18,Divorced,Professional,Ref-person,Other,Male,40.0,United-States,<=50K
53.0,Private,Assoc-degree,20,Married,Transport-Production,Ref-person,White,Male,40.0,United-States,<=50K
23.0,Private,Assoc-degree,20,Married,Craft-Labor,Spouse,White,Male,48.0,United-States,<=50K
44.0,Private,Some-College,19,Married,Transport-Production,Ref-person,White,Male,40.0,United-States,<=50K
58.0,Private,Some-College,18,Married,Management,Ref-person,White,Male,45.0,United-States,>50K
19.0,Private,Some-College,18,Never-married,Healthcare-Service,Not-in-family,White,Male,20.0,United-States,<=50K
68.0,Government,Bachelors,21,Divorced,Professional,Ref-person,Black,Female,25.0,United-States,>50K
20.0,Private,Some-College,19,Never-married,Transport-Production,Not-in-family,White,Male,20.0,United-States,<=50K
55.0,Private,Some-College,17,Married,Sales-Office,Ref-person,White,Male,40.0,Latin-America,>50K
19.0,Private,HS-grad,16,Never-married,Sales-Office,Own-child,White,Male,35.0,United-States,<=50K
32.0,Private,Bachelors,21,Never-married,Management,Ref-person,White,Male,50.0,United-States,>50K
31.0,Private,Some-College,18,Married,Healthcare-Service,Own-child,White,Female,40.0,United-States,<=50K
61.0,Private,HS-grad,16,Married,Healthcare-Service,Ref-person,White,Male,40.0,United-States,<=50K
26.0,Private,HS-grad,16,Never-married,Transport-Production,Other-relative,Black,Male,40.0,United-States,<=50K
42.0,Government,Bachelors,21,Married,Management,Spouse,White,Female,45.0,United-States,>50K
52.0,Private,Assoc-degree,20,Married,Transport-Production,Spouse,White,Male,50.0,Latin-America,<=50K
19.0,Private,HS-grad,16,Never-married,Transport-Production,Own-child,White,Male,20.0,United-States,<=50K
63.0,Private,Some-College,19,Married,Transport-Production,Spouse,White,Male,56.0,United-States,>50K
42.0,Private,No-HS,12,Married,Transport-Production,Ref-person,Other,Male,40.0,Latin-America,>50K
59.0,Private,Bachelors,21,Never-married,Management,Ref-person,Black,Female,40.0,Latin-America,>50K
44.0,Private,Graduate,22,Married,Management,Ref-person,White,Male,45.0,Latin-America,>50K
55.0,Private,No-HS,10,Married,Transport-Production,Spouse,White,Female,40.0,Latin-America,<=50K
28.0,Private,Some-College,18,Married,Transport-Production,Spouse,White,Male,55.0,United-States,>50K
33.0,Private,Some-College,18,Married,Transport-Production,Ref-person,White,Male,65.0,United-States,>50K
42.0,Private,Bachelors,21,Married,Management,Spouse,Black,Female,60.0,United-States,>50K
48.0,Private,HS-grad,16,Never-married,Transport-Production,Other-relative,Black,Female,40.0,United-States,<=50K
48.0,Private,Bachelors,21,Married,Craft-Labor,Ref-person,Asian,Male,40.0,Asia,<=50K
55.0,Private,Graduate,22,Married,Healthcare-Service,Spouse,Asian,Male,50.0,Asia,>50K
30.0,Private,No-HS,15,Never-married,Craft-Labor,Not-in-family,White,Male,50.0,Latin-America,>50K
29.0,Private,Some-College,19,Never-married,Transport-Production,Own-child,White,Male,40.0,United-States,<=50K
54.0,Self-Employed,No-HS,13,Married,Management,Ref-person,Other,Male,40.0,Latin-America,>50K
56.0,Private,Graduate,22,Married,Professional,Spouse,White,Male,30.0,United-States,>50K
32.0,Private,No-HS,11,Married,Transport-Production,Spouse,White,Female,45.0,United-States,<=50K
63.0,Private,HS-grad,16,Married,Healthcare-Service,Spouse,Asian,Female,20.0,Asia,<=50K
20.0,Private,HS-grad,16,Never-married,Sales-Office,Not-in-family,Black,Female,40.0,United-States,<=50K
64.0,Private,HS-grad,16,Married,Transport-Production,Spouse,White,Female,40.0,Latin-America,<=50K
63.0,Private,Assoc-degree,20,Married,Management,Ref-person,Black,Female,40.0,United-States,>50K
23.0,Private,Assoc-degree,20,Never-married,Craft-Labor,Own-child,White,Female,40.0,United-States,<=50K
32.0,Private,Assoc-degree,20,Married,Sales-Office,Ref-person,White,Female,40.0,United-States,<=50K
64.0,Private,Graduate,22,Married,Management,Ref-person,White,Male,60.0,United-States,>50K
70.0,Self-Employed,Some-College,18,Married,Professional,Ref-person,White,Female,35.0,United-States,>50K
71.0,Private,HS-grad,16,Married,Craft-Labor,Ref-person,White,Female,40.0,United-States,<=50K
44.0,Private,Bachelors,21,Married,Sales-Office,Ref-person,White,Male,50.0,United-States,>50K
55.0,Private,Some-College,19,Married,Craft-Labor,Ref-person,Asian,Male,40.0,Asia,>50K
50.0,Private,HS-grad,16,Married,Transport-Production,Ref-person,Other,Male,50.0,United-States,>50K
59.0,Private,No-HS,15,Divorced,Transport-Production,Ref-person,White,Male,40.0,United-States,<=50K
66.0,Private,Bachelors,21,Married,Healthcare-Service,Ref-person,White,Female,50.0,United-States,>50K
29.0,Private,Some-College,19,Never-married,Professional,Not-in-family,White,Female,35.0,United-States,<=50K
54.0,Self-Employed,HS-grad,16,Married,Sales-Office,Spouse,White,Male,40.0,United-States,<=50K
34.0,Private,Some-College,19,Never-married,Transport-Production,Ref-person,White,Male,65.0,United-States,<=50K
27.0,Private,Some-College,19,Never-married,Sales-Office,Own-child,Other,Female,20.0,United-States,<=50K
43.0,Self-Employed,HS-grad,16,Never-married,Craft-Labor,Not-in-family,Other,Male,40.0,Latin-America,<=50K
45.0,Private,Graduate,23,Never-married,Healthcare-Service,Ref-person,Black,Female,45.0,United-States,>50K
24.0,Government,Graduate,22,Never-married,Professional,Ref-person,Black,Female,50.0,United-States,>50K
40.0,Government,Graduate,22,Married,Professional,Ref-person,Other,Male,40.0,Latin-America,>50K
43.0,Private,Assoc-degree,20,Never-married,Craft-Labor,Not-in-family,Black,Male,40.0,United-States,>50K
23.0,Private,Some-College,19,Never-married,Transport-Production,Not-in-family,Other,Male,40.0,United-States,<=50K
46.0,Private,Bachelors,21,Married,Sales-Office,Not-in-family,White,Female,21.0,United-States,<=50K
38.0,Private,HS-grad,16,Married,Sales-Office,Spouse,White,Male,45.0,United-States,>50K
76.0,Private,HS-grad,16,Married,Management,Spouse,White,Female,30.0,United-States,<=50K
33.0,Private,Bachelors,21,Never-married,Healthcare-Service,Ref-person,Black,Female,80.0,United-States,>50K
54.0,Private,Some-College,17,Divorced,Craft-Labor,Ref-person,White,Male,40.0,United-States,<=50K
41.0,Government,Graduate,22,Married,Management,Ref-person,White,Male,40.0,Europe,>50K
40.0,Private,HS-grad,16,Never-married,Craft-Labor,Own-child,Black,Female,40.0,United-States,<=50K
52.0,Self-Employed,Assoc-degree,20,Married,Sales-Office,Spouse,White,Male,7.0,United-States,<=50K
47.0,Government,Bachelors,21,Married,Professional,Spouse,White,Female,10.0,United-States,<=50K
52.0,Private,No-HS,14,Married,Sales-Office,Ref-person,White,Male,40.0,Latin-America,<=50K
71.0,Self-Employed,HS-grad,16,Married,Transport-Production,Spouse,White,Male,20.0,United-States,<=50K
29.0,Government,Some-College,19,Married,Craft-Labor,Spouse,White,Male,40.0,United-States,<=50K
30.0,Private,No-HS,6,Never-married,Sales-Office,Ref-person,White,Female,32.0,Latin-America,<=50K
24.0,Private,HS-grad,16,Never-married,Transport-Production,Own-child,White,Male,40.0,United-States,<=50K
47.0,Private,HS-grad,16,Separated,Transport-Production,Ref-person,Black,Male,40.0,United-States,>50K
27.0,Government,Graduate,22,Married,Management,Ref-person,White,Female,40.0,United-States,<=50K
54.0,Private,Bachelors,21,Married,Management,Spouse,White,Female,65.0,United-States,>50K
37.0,Private,Bachelors,21,Married,Professional,Ref-person,White,Female,40.0,United-States,<=50K
35.0,Private,Assoc-degree,20,Never-married,Management,Ref-person,White,Female,40.0,United-States,>50K
34.0,Private,HS-grad,16,Never-married,Sales-Office,Ref-person,Black,Male,40.0,United-States,>50K
25.0,Private,Some-College,19,Never-married,Craft-Labor,Other-relative,White,Male,40.0,United-States,<=50K
42.0,Private,Bachelors,21,Married,Craft-Labor,Ref-person,White,Female,45.0,United-States,<=50K
25.0,Private,Bachelors,21,Married,Craft-Labor,Ref-person,White,Male,30.0,Latin-America,<=50K
44.0,Private,Graduate,22,Married,Management,Ref-person,White,Male,50.0,United-States,>50K
20.0,Private,Some-College,18,Never-married,Sales-Office,Not-in-family,Black,Female,40.0,United-States,<=50K
19.0,Private,Some-College,18,Never-married,Sales-Office,Own-child,White,Male,10.0,United-States,<=50K
68.0,Self-Employed,Graduate,22,Married,Management,Ref-person,Black,Male,40.0,Africa-Other,>50K
38.0,Private,Some-College,18,Never-married,Professional,Ref-person,White,Male,50.0,United-States,>50K
24.0,Private,Some-College,18,Never-married,Sales-Office,Not-in-family,White,Male,30.0,Latin-America,<=50K
